id,comment,comment_ko
3709,Fresh and invigorating scent,신선하고 활력 넘치는 향
3710,Long-lasting longevity and strong sillage,오래 지속되는 향과 강력한 확산력
3711,Vintage bottles are highly sought after by collectors,빈티지 병은 수집가들에게 매우 인기가 높습니다.
3712,Unisex fragrance suitable for both genders,"남녀 공용 향수로, 두 성별 모두 사용 가능합니다."
3713,Perfect for those who love crisp scents,상쾌한 향을 좋아하는 분들에게 딱입니다.
3714,Clean and fresh,깨끗하고 신선함
3715,Beautiful and feminine scent,아름답고 여성스러운 향
3716,Classy and elegant,고급스럽고 우아함
3717,Long-lasting,오래 지속되는
3718,Nostalgic and sentimental,"향수를 불러일으키는, 감상적인"
3719,Enchanting and bewitching,매혹적이고 황홀한
3720,Perfect for special occasions,특별한 날에 딱 맞는 선물
3721,Perfect for Spring or Summer,봄이나 여름에 딱 좋아요
3722,Creamy and sweet fragrance,부드럽고 달콤한 향
3723,Alluring and addictive,매혹적이고 중독성 있는
3724,Unique gourmand scent,독특한 구르망 향
3725,"Comes in a refillable, beautiful bottle",재사용 가능한 아름다운 병에 담겨 제공됩니다.
3726,"Suitable for any occasion, day or night",낮이든 밤이든 어떤 자리에도 잘 어울립니다.
3727,Good projection for first few hours,처음 몇 시간 동안은 좋은 투영이었습니다.
3728,Long-lasting on the skin,피부에 오래 지속됩니다
3729,Great for everyday use,일상적으로 사용하기에 좋습니다
3730,Balanced mix of woody and floral notes,우디 노트와 플로럴 노트가 균형 있게 어우러진 향
3731,Perfect fragrance for beginning of fall or school year,가을이나 새 학기 시작에 딱 맞는 향입니다.
3732,Fresh and clean,신선하고 깨끗함
3733,Cold and fresh yet cozy scent,차갑고 신선하면서도 아늑한 향
3734,Unisex scent,남녀 공용 향
3735,Long-lasting longevity and sillage,오래 지속되는 향과 확산력
3736,Exciting and inspiring,흥미롭고 영감을 주는
3737,Buy Tom Ford atLuckyScent,LuckyScent에서 Tom Ford 제품을 구매하세요.
3738,Intoxicating and heady jasmine scent,황홀하고 매혹적인 자스민 향
3739,High-quality ingredients used,고품질 재료 사용
3740,Perfect for evening wear and special occasions,저녁 모임이나 특별한 행사에 완벽하게 어울립니다.
3741,Great sillage and projection,훌륭한 확산력과 지속력
3742,Long-lasting fragrance,오래 지속되는 향기
3743,Compliments received from both men and women,남녀 모두에게 칭찬을 받았습니다.
3744,Ideal for colder weather,추운 날씨에 이상적입니다
3745,"Beautiful fragrance with a unique combination of cacao, patchouli, lavender and sandalwood","카카오, 패출리, 라벤더, 샌달우드의 독특한 조합으로 만들어진 아름다운 향기"
3746,Magically blended cacao note with citruses and woods,"카카오 향과 시트러스, 우디 향이 마법처럼 조화롭게 어우러진 향"
3747,"Enveloping, uplifting and warm sensation",감싸 안는 듯 따뜻하고 기분 좋은 감각
3748,Signature scent for those who appreciate it,향을 소중히 여기는 사람들을 위한 시그니처 향
3749,Can be worn in different seasons and occasions,다양한 계절과 상황에 착용할 수 있습니다.
3750,Perfect for men who appreciate refinement and status,세련됨과 품격을 중시하는 남성에게 완벽한 선물입니다.
3751,Balances aloofness with sex appeal,냉담함과 섹시함의 균형을 이룬다
3752,Great game of contrasts between masculine and feminine perfumery,남성적인 향수와 여성적인 향수 사이의 훌륭한 대조 게임
3753,Classy and timeless,세련되고 시대를 초월하는 디자인
3754,Pretty and elegant,예쁘고 우아함
3755,Soft and feminine,부드럽고 여성스러운
3756,Feminine scent,여성스러운 향
3757,Suitable for formal occasions,격식 있는 자리에 적합합니다
3758,Disciplined elegance,절제된 우아함
3759,Quiet and understated,조용하고 절제된
3760,Great for stealth mode,은밀 작전에 아주 좋습니다
3761,John Varvatos,존 바바토스
3762,Good bitter citrus fragrance for summer,여름에 어울리는 쌉싸름한 감귤 향
3763,"Pleasing, smooth and refined",기분 좋고 부드럽고 세련된
3764,Unique and not a generic citrus scent,흔하지 않고 독특한 시트러스 향
3765,Natural and genuine citrus scent,자연스럽고 진정한 시트러스 향
3766,Bitter earthy vibe beneath the top,윗부분 아래에는 씁쓸하고 흙냄새 같은 분위기가 감돈다
3767,Best citrus-based Varvatos fragrance,최고의 시트러스 계열 바르바토스 향수
3768,Lasts 4-5 hours,4~5시간 지속됩니다.
3769,Marc Jacobs,마크 제이콥스
3770,Lots of layers with warm and spicy but floral and sweet notes,따뜻하고 매콤하면서도 꽃향기와 단맛이 어우러진 다채로운 풍미
3771,Mysterious and sexy fragrance,신비롭고 섹시한 향수
3772,"Lovely, juicy, and fresh fragrance","사랑스럽고, 싱싱하고, 신선한 향기"
3773,"Rubenesque quality with an overripe, sensual smell",풍만한 몸매에 과숙된 듯한 관능적인 향이 난다
3774,"Soft, pretty, and unassuming",부드럽고 예쁘고 수수한
3775,Powerful rose scent,강렬한 장미 향
3776,Perfect combination of rose and grapefruit,장미와 자몽의 완벽한 조화
3777,Elegant and unique scent,우아하고 독특한 향
3778,Addictive fragrance,중독성 있는 향기
3779,Ladies love it and you will get compliments wearing it,"여성분들이 좋아하시고, 입으시면 칭찬을 많이 받으실 거예요."
3780,Great for use as a signature scent,시그니처 향으로 사용하기에 아주 좋습니다.
3781,Underrated among other fragrances,다른 향수들에 비해 과소평가된 향수입니다.
3782,"Embodies everything good about Gucci - fresh, dark, clean, and luxurious","구찌의 모든 장점을 담고 있습니다 - 신선함, 어둡고 깔끔하며 고급스러움까지."
3783,Feels like a million bucks wearing it,이 옷을 입으면 마치 백만장자가 된 기분이에요.
3784,Good for both genders,남녀 모두에게 좋습니다
3785,Guy Laroche,가이 라로슈
3786,Elegant and refined scent,우아하고 세련된 향
3787,Tropical and exotic without being fruity,과일 맛은 아니지만 열대적이고 이국적인 느낌
3788,Vintage and retro feel,빈티지하고 레트로한 느낌
3789,Makes the wearer feel confident and uplifted,착용자에게 자신감과 활력을 불어넣어 줍니다.
3790,Complex and energizing floral notes,복합적이고 활기 넘치는 꽃향기
3791,Long-lasting,오래 지속되는
3792,Unisex scent,남녀 공용 향
3793,Nuanced cherry fragrance,은은한 체리 향
3794,Well-blended,잘 섞인
3795,Daring and unique scent,대담하고 독특한 향
3796,Powerful and dark version of the original,원작보다 더 강렬하고 어두운 버전
3797,Bohemian quality,보헤미안 품질
3798,Refined and top-quality perfume,세련되고 최고급 품질의 향수
3799,Sophisticated cherry notes,세련된 체리 향
3800,Long-lasting fragrance,오래 지속되는 향기
3801,Surprising and unique scent,놀랍고 독특한 향
3802,Great for those looking for a signature scent,자신만의 시그니처 향을 찾는 분들께 좋습니다.
3803,Sophisticated and fresh summer fragrance,세련되고 산뜻한 여름 향수
3804,Not overpowering even in hot weather,더운 날씨에도 부담스럽지 않음
3805,Unconventional tangy rose scent,독특하고 상큼한 장미 향
3806,Long-lasting fragrance that lasts 10+ hours,10시간 이상 지속되는 오래가는 향기
3807,Perfect gift for those who dislike strong fragrances,강한 향을 싫어하는 사람에게 완벽한 선물입니다.
3808,Good deal when purchased as part of a trio set,3개 세트로 구매하면 좋은 가격입니다.
3809,Warm and spicy oriental scent,따뜻하고 매콤한 동양적인 향
3810,Great for a night out or special occasions,밤 외출이나 특별한 날에 딱 좋아요
3811,"Notes of peach, almond, tonka bean, musk and sequoia wood","복숭아, 아몬드, 통카빈, 머스크, 세쿼이아 나무 향이 어우러진 향입니다."
3812,Reasonably priced for a celebrity fragrance,유명인 향수 치고는 가격이 합리적입니다.
3813,"Elicits feelings of sexuality, lust, and desire","성욕, 정욕, 욕망을 불러일으킨다"
3814,Good for those who enjoy sweet fruity scents,달콤한 과일 향을 좋아하는 분들에게 좋습니다.
3815,Some people find it elegant and sophisticated,어떤 사람들은 그것이 우아하고 세련되었다고 생각합니다.
3816,Many people receive compliments while wearing it,이 옷을 입으면 많은 사람들이 칭찬을 받습니다.
3817,Elegant and sophisticated scent,우아하고 세련된 향
3818,Fresh and clean scent,산뜻하고 깨끗한 향
3819,Suitable for weddings and romantic occasions,결혼식 및 로맨틱한 행사에 적합합니다.
3820,Ideal for office wear,사무복으로 이상적입니다.
3821,Realistic quality to the florals,꽃의 사실적인 품질
3822,Great as a gift,선물로 아주 좋습니다
3823,Wonderful musky undertones,은은한 머스크 향이 매력적입니다.
3824,Long-lasting fragrance,오래 지속되는 향기
3825,Good for everyday use,일상적으로 사용하기 좋습니다
3826,Distinctive and unique scent,독특하고 특별한 향
3827,Subtly sexy and intriguing,은은하게 섹시하고 매혹적이다
3828,Not overly sweet or overpowering,"지나치게 달지도 않고, 맛이 너무 강하지도 않다"
3829,Great for warm weather,따뜻한 날씨에 딱 좋아요
3830,"Warm, floral, sweet and woody notes blended well","따뜻하고, 꽃향기 나며, 달콤하고, 우디한 향이 조화롭게 어우러져 있습니다."
3831,Compliments received on the scent,향기에 대한 칭찬을 받았습니다.
3832,Soft musk and white flowers add to the scent,은은한 머스크 향과 흰 꽃 향이 더해져 더욱 풍부한 향을 선사합니다.
3833,Buy Amouage atLuckyScent,LuckyScent에서 Amouage 제품을 구매하세요.
3834,Opulent and rich,호화롭고 풍요로운
3835,Exquisite and special fragrance,정교하고 특별한 향기
3836,Sensual and feminine,관능적이고 여성스러운
3837,Dominating and intense rose scent,강렬하고 매혹적인 장미 향
3838,Tons of sandalwood and Tonka bean,백단향과 통카빈이 듬뿍 들어있습니다.
3839,Quick onset of the fragrance,향기가 빠르게 퍼짐
3840,Fit for a mature and pious woman,성숙하고 경건한 여성에게 어울리는 옷입니다.
3841,Narciso Rodriguez,나르시소 로드리게스
3842,Smooth and feminine scent,부드럽고 여성스러운 향
3843,Elegant and casual fragrance for any occasion,어떤 자리에도 어울리는 우아하고 캐주얼한 향수
3844,Mature but not dated scent,성숙하지만 촌스럽지 않은 향
3845,Addictive accord of vanilla and musk,바닐라와 머스크의 중독성 있는 조화
3846,Perfect everyday perfume,매일 사용하기에 완벽한 향수
3847,Moderate sillage but good longevity,확산력은 중간 정도지만 지속력은 좋습니다.
3848,Plushy florals with subtle tuberose note,은은한 튜베로즈 향이 가미된 풍성한 꽃향기
3849,Lasts for hours,몇 시간 동안 지속됩니다
3850,"Makes you feel confident, elegant, and sexy","자신감, 우아함, 그리고 섹시함을 느끼게 해줍니다."
3851,Luxurious bottle design,고급스러운 병 디자인
3852,Fantastic projection and longevity,뛰어난 발향력과 지속력
3853,Dark fruity but elegant and restrained,진한 과일향이지만 우아하고 절제된 느낌입니다.
3854,Timeless and sophisticated scent,시대를 초월하는 세련된 향
3855,Delicious oriental fragrance,매혹적인 동양 향기
3856,Great for all occasions,모든 상황에 적합합니다
3857,Deep and well-integrated notes,깊고 조화로운 음색
3858,Classy and sophisticated flacon,고급스럽고 세련된 향수병
3859,Signature fragrance in history,역사 속 시그니처 향수
3860,Magnificent and pure sensual pleasure,웅장하고 순수한 관능적 쾌락
3861,Pleasant and above-average scent,기분 좋고 평균 이상의 향
3862,"Bold, black, and vibrant scent","대담하고, 검고, 생동감 넘치는 향"
3863,"Perfect spicy, liturgical-frankincense, and ginger-based fragrance","매콤하고, 제례용 유향과 생강을 베이스로 한 완벽한 향"
3864,Trend-setter in the mass market,대중 시장의 트렌드 선도자
3865,Fragrance is fresh and clean,향은 신선하고 깨끗합니다.
3866,Nice bottle design,멋진 병 디자인
